,State,County,Outbreak Date,HPAI Wildbird Strain,Bird Species,WOAH Classification,Year,Month,Day,FIPS Code,Latitude,Longitude,Flock Type,Flock Size,HPAI Flock Strain,Mammal Species,Temp,Precipitation,Outbreak Occured
135,0,1820,0,5,219,3,0.0,0.0,0.0,1131.0,31.9893,-87.3082,23,0.0,2,37,58.7,25.03,0
136,0,1838,0,5,219,3,0.0,0.0,0.0,1133.0,34.1492,-87.3737,23,0.0,2,37,58.7,25.03,0
137,1,20,2022-06-14 00:00:00,0,33,2,2022.0,6.0,14.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
138,1,20,2022-06-14 00:00:00,0,85,2,2022.0,6.0,14.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
139,1,20,2022-12-09 00:00:00,4,134,2,2022.0,12.0,9.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
140,1,20,2023-02-09 00:00:00,0,134,2,2023.0,2.0,9.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
141,1,20,2023-05-09 00:00:00,3,121,2,2023.0,5.0,9.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
142,1,20,2023-05-09 00:00:00,3,121,2,2023.0,5.0,9.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
143,1,20,2023-05-09 00:00:00,0,83,2,2023.0,5.0,9.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
144,1,20,2023-05-09 00:00:00,0,102,2,2023.0,5.0,9.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
145,1,20,2023-05-09 00:00:00,0,83,2,2023.0,5.0,9.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
146,1,20,2023-05-09 00:00:00,0,8,2,2023.0,5.0,9.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
147,1,20,2023-05-09 00:00:00,0,8,2,2023.0,5.0,9.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
148,1,20,2023-05-09 00:00:00,0,135,2,2023.0,5.0,9.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
149,1,20,2023-05-09 00:00:00,0,121,2,2023.0,5.0,9.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
150,1,20,2023-05-15 00:00:00,3,134,2,2023.0,5.0,15.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
151,1,20,2023-05-15 00:00:00,3,121,2,2023.0,5.0,15.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
152,1,20,2023-05-15 00:00:00,3,134,2,2023.0,5.0,15.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
153,1,20,2023-05-15 00:00:00,3,39,2,2023.0,5.0,15.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
154,1,20,2023-05-15 00:00:00,3,39,2,2023.0,5.0,15.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
155,1,20,2023-05-15 00:00:00,3,134,2,2023.0,5.0,15.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
156,1,20,2023-05-15 00:00:00,3,134,2,2023.0,5.0,15.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
157,1,20,2023-05-15 00:00:00,3,134,2,2023.0,5.0,15.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
158,1,20,2023-05-15 00:00:00,3,134,2,2023.0,5.0,15.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
159,1,20,2023-05-15 00:00:00,3,39,2,2023.0,5.0,15.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
160,1,20,2023-05-15 00:00:00,3,134,2,2023.0,5.0,15.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
161,1,20,2023-05-15 00:00:00,3,134,2,2023.0,5.0,15.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
162,1,20,2023-05-15 00:00:00,3,134,2,2023.0,5.0,15.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
163,1,20,2023-05-15 00:00:00,3,134,2,2023.0,5.0,15.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
164,1,20,2023-05-15 00:00:00,0,134,2,2023.0,5.0,15.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
165,1,20,2023-05-15 00:00:00,0,134,2,2023.0,5.0,15.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
166,1,20,2023-05-15 00:00:00,3,102,2,2023.0,5.0,15.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
167,1,20,2023-06-07 00:00:00,3,134,2,2023.0,6.0,7.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
168,1,20,2023-06-07 00:00:00,3,83,2,2023.0,6.0,7.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
169,1,20,2023-06-07 00:00:00,3,83,2,2023.0,6.0,7.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
170,1,20,2023-06-07 00:00:00,3,134,2,2023.0,6.0,7.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
171,1,20,2023-06-07 00:00:00,3,134,2,2023.0,6.0,7.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
172,1,20,2023-06-07 00:00:00,3,134,2,2023.0,6.0,7.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
173,1,20,2023-06-07 00:00:00,3,134,2,2023.0,6.0,7.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
174,1,20,2023-06-07 00:00:00,3,121,2,2023.0,6.0,7.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
175,1,20,2023-06-07 00:00:00,0,134,2,2023.0,6.0,7.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
176,1,20,2023-06-07 00:00:00,3,134,2,2023.0,6.0,7.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
177,1,20,2023-06-07 00:00:00,0,134,2,2023.0,6.0,7.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
178,1,20,2023-06-07 00:00:00,3,134,2,2023.0,6.0,7.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
179,1,20,2023-06-07 00:00:00,3,134,2,2023.0,6.0,7.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
180,1,20,2023-06-07 00:00:00,3,134,2,2023.0,6.0,7.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
181,1,20,2023-06-07 00:00:00,3,134,2,2023.0,6.0,7.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
182,1,20,2023-06-07 00:00:00,3,134,2,2023.0,6.0,7.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
183,1,20,2023-06-07 00:00:00,3,134,2,2023.0,6.0,7.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
184,1,20,2023-06-07 00:00:00,3,134,2,2023.0,6.0,7.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
185,1,20,2023-06-07 00:00:00,0,134,2,2023.0,6.0,7.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
186,1,20,2023-06-07 00:00:00,3,121,2,2023.0,6.0,7.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
187,1,20,2023-06-07 00:00:00,3,134,2,2023.0,6.0,7.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
188,1,20,2023-06-07 00:00:00,0,134,2,2023.0,6.0,7.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
189,1,20,2023-06-07 00:00:00,3,39,2,2023.0,6.0,7.0,2013.0,55.3669,-161.9805,23,0.0,2,37,58.7,25.03,1
